Artist,Title,Popularity,Duration_ms,Album,Danceability,Acousticness,Energy,Liveness,Loudness,Valence,Tempo,Speechiness,Artist_Popularity,Artist_Genres,Artist_Followers,Artist_Country,Artist_Song,Song_ID
Next,TOO CLOSE,64,259440,Rated Next,0.847,0.0118,0.402,0.283,-9.952,0.752,99.693,0.0641,56,"boy band, contemporary r&b, minneapolis sound, new jack swing, r&b, urban contemporary",1212472,Unknown,Next - TOO CLOSE,3758
The Mavericks,DANCE THE NIGHT AWAY,41,262360,Trampoline,0.651,0.00791,0.746,0.174,-9.279,0.959,140.8,0.0282,52,neo-traditional country,196793,Unknown,The Mavericks - DANCE THE NIGHT AWAY,3759
Ricky Martin,"LA COPA DE LA VIDA (LA CANCION OFICIAL DE LA COPA MUNDIAL, FRANCIA '98)",52,277426,Ricky Martin,0.713,0.0276,0.938,0.626,-6.032,0.706,126.974,0.0481,73,"latin pop, mexican pop, puerto rican pop",7675371,Unknown,"Ricky Martin - LA COPA DE LA VIDA (LA CANCION OFICIAL DE LA COPA MUNDIAL, FRANCIA '98)",3760
Five,GOT THE FEELIN',42,208360,5ive,0.762,0.0552,0.852,0.128,-7.088,0.851,98.562,0.115,54,boy band,494645,Unknown,Five - GOT THE FEELIN',3761
Lighthouse Family,HIGH,53,310333,Postcards From Heaven,0.664,0.0994,0.622,0.112,-8.505,0.614,102.342,0.0253,59,"europop, new wave pop",592546,Unknown,Lighthouse Family - HIGH,3762
2Pac,DO FOR LOVE,74,281600,R U Still Down? [Remember Me],0.874,0.0578,0.63,0.0582,-3.585,0.717,95,0.298,82,"g funk, gangster rap, hip hop, rap, west coast rap",19592378,Unknown,2Pac - DO FOR LOVE,3763
The Soca Boys feat. Van B. King,FOLLOW THE LEADER,25,352106,Follow The Leader,0.763,0.000435,0.963,0.366,-6.204,0.721,144.07,0.126,15,,1513,Unknown,The Soca Boys feat. Van B. King - FOLLOW THE LEADER,3764
Dario G,CARNAVAL DE PARIS,48,232653,Carnaval de Paris,0.548,0.00894,0.978,0.179,-6.178,0.491,134.995,0.0724,49,"dream trance, eurodance, hip house",29259,Unknown,Dario G - CARNAVAL DE PARIS,3765
Steps,LAST THING ON MY MIND,45,184426,Step One,0.725,0.266,0.935,0.119,-4.6,0.635,130.321,0.0307,53,"diva house, europop, talent show",420330,Unknown,Steps - LAST THING ON MY MIND,3766
Guus Meeuwis & Vagant,IK WIL MET JE LACHEN (LIVE),36,217426,Schilderij,0.41,0.218,0.714,0.88,-6.013,0.304,80.623,0.0454,57,"dutch pop, dutch rock, kermis",421377,Unknown,Guus Meeuwis & Vagant - IK WIL MET JE LACHEN (LIVE),3767
Solid HarmoniE,I WANNA LOVE YOU,22,257799,Solid Harmonie,0.73,0.0627,0.739,0.0648,-6.847,0.839,79.993,0.0389,28,,6794,Unknown,Solid HarmoniE - I WANNA LOVE YOU,3768
Volumia!,AFSCHEID,45,275840,Volumia!,0.657,0.574,0.342,0.112,-10.939,0.273,124.089,0.0314,41,"dutch pop, dutch rock",50060,Unknown,Volumia! - AFSCHEID,3769
Usher,MY WAY,53,214853,My Way,0.815,0.0105,0.521,0.0509,-8.178,0.887,90.079,0.136,83,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",12400599,Unknown,Usher - MY WAY,3770
Ultimate Kaos,CASANOVA,14,231133,ドライブが楽しくなる洋楽ヒッツ！90年代 R&B,0.662,0.0337,0.879,0.018,-6.513,0.676,97.736,0.1,34,new jack swing,3454,Unknown,Ultimate Kaos - CASANOVA,3771
Frans Bauer,IK WIL MET JOU DANSEN - LIVE AHOY',3,188266,Bauer Top100,0.63,0.0929,0.875,0.916,-7.051,0.728,101.935,0.11,50,levenslied,130442,Unknown,Frans Bauer - IK WIL MET JOU DANSEN - LIVE AHOY',3772
2 Unlimited,EDGE OF HEAVEN,0,267475,"Greatest Karaoke Hits, Vol. 366 (Karaoke Version)",0.536,2.20E-05,0.844,0.169,-7.809,0.133,132.494,0.0335,20,,906,Unknown,2 Unlimited - EDGE OF HEAVEN,3773
K-Ci & JoJo,ALL MY LIFE,68,331240,Love Always,0.634,0.114,0.512,0.0588,-8.651,0.193,128.019,0.0285,61,"contemporary r&b, r&b, urban contemporary",1757731,Unknown,K-Ci & JoJo - ALL MY LIFE,3774
Total Touch,I'LL SAY GOODBYE,22,243133,This Way,0.671,0.141,0.712,0.171,-6.537,0.363,80.005,0.0392,31,"dutch pop, dutch rock",9912,Unknown,Total Touch - I'LL SAY GOODBYE,3775
Bryan Adams,I'M READY,48,268893,MTV Unplugged,0.269,0.667,0.382,0.708,-11.495,0.218,71.358,0.0328,77,"canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock",3957555,Unknown,Bryan Adams - I'M READY,3776
S.O.A.P.,THIS IS HOW WE PARTY,37,198066,Not Like Other Girls,0.758,0.0467,0.911,0.687,-4.192,0.911,109.974,0.0409,39,bubblegum dance,5655,Unknown,S.O.A.P. - THIS IS HOW WE PARTY,3777
Mariah Carey,MY ALL,65,230933,Butterfly,0.607,0.732,0.317,0.086,-10.244,0.111,108.122,0.029,82,"dance pop, pop, urban contemporary",10629538,Unknown,Mariah Carey - MY ALL,3778
Imaani,WHERE ARE YOU,5,194333,Top 100 90s,0.637,0.0261,0.766,0.118,-8.032,0.491,125.919,0.0634,31,,4028,Unknown,Imaani - WHERE ARE YOU,3779
Aqua,TURN BACK TIME,51,248933,Aquarium (Special Edition),0.682,0.16,0.579,0.0786,-15.02,0.535,104.006,0.0301,67,"bubblegum dance, eurodance, europop",664417,Unknown,Aqua - TURN BACK TIME,3780
Savage Garden,TRULY MADLY DEEPLY,71,276289,Savage Garden (Original Version),0.599,0.319,0.614,0.129,-6.11,0.664,168.07,0.0357,66,"boy band, dance pop, pop rock",1377185,Unknown,Savage Garden - TRULY MADLY DEEPLY,3781
Ilse DeLange,I'M NOT SO TOUGH,39,267733,World Of Hurt,0.727,0.0234,0.579,0.0959,-7.802,0.545,116.9,0.0275,50,"dutch americana, dutch pop, dutch rock",273213,Unknown,Ilse DeLange - I'M NOT SO TOUGH,3782
Lo$ Umbrello$,NO TENGO DINERO,43,216573,Flamenco Funk,0.831,0.0185,0.697,0.277,-3.821,0.848,109.344,0.0339,31,,2331,Unknown,Lo$ Umbrello$ - NO TENGO DINERO,3783
Janet,GO DEEP,45,282026,The Velvet Rope,0.885,0.0259,0.55,0.266,-6.518,0.822,102.09,0.0555,66,"dance pop, r&b, urban contemporary",3982533,Unknown,Janet - GO DEEP,3784
Dana International,DIVA,29,181520,Diva (English Radio Version),0.56,0.196,0.957,0.513,-3.601,0.736,134.015,0.0411,32,israeli pop,11661,Unknown,Dana International - DIVA,3785
Cleopatra,LIFE AIN'T EASY,23,200226,Comin' Atcha!,0.624,0.301,0.845,0.335,-6.705,0.546,98.361,0.0637,25,"bubblegum dance, girl group",30185,Unknown,Cleopatra - LIFE AIN'T EASY,3786
Busta Rhymes,TURN IT UP (REMIX)/FIRE IT UP,45,237906,The Best of Busta Rhymes,0.817,0.00511,0.84,0.288,-8.598,0.89,104.295,0.0923,73,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",2876204,Unknown,Busta Rhymes - TURN IT UP (REMIX)/FIRE IT UP,3787
Céline Dion,MY HEART WILL GO ON (LOVE THEME FROM 'TITANIC'),73,280000,Let's Talk About Love,0.428,0.732,0.276,0.117,-11.729,0.0382,99.195,0.0312,78,canadian pop,9045564,Unknown,Céline Dion - MY HEART WILL GO ON (LOVE THEME FROM 'TITANIC'),3788
Roméo,COMING HOME,32,211930,Roméo,0.726,0.126,0.521,0.193,-7.23,0.632,103.051,0.025,27,,4856,Unknown,Roméo - COMING HOME,3789
The Tamperer feat. Maya,FEEL IT,6,164480,Feel It 2009 (feat. Maya),0.697,0.0333,0.813,0.397,-9.613,0.947,127.973,0.0278,41,"hip house, italo dance",5948,Unknown,The Tamperer feat. Maya - FEEL IT,3790
DJ Visage,FORMULA,44,223626,Formula 06,0.806,0.168,0.872,0.423,-8.508,0.71,139.986,0.0744,31,,4337,Unknown,DJ Visage - FORMULA,3791
Edsilia,HEMEL & AARDE,35,181546,Meer Dan Ooit,0.601,0.0976,0.887,0.343,-6.174,0.719,95.016,0.0575,36,dutch pop,12583,Unknown,Edsilia - HEMEL & AARDE,3792
Frans Bauer,OP ZOEK NAAR JOUW LIEFDE,9,217080,Bauer Top100,0.707,0.456,0.676,0.202,-8.019,0.721,112.984,0.0393,50,levenslied,130442,Unknown,Frans Bauer - OP ZOEK NAAR JOUW LIEFDE,3793
All Saints,UNDER THE BRIDGE,40,301066,All Saints,0.717,0.0452,0.564,0.0897,-7.752,0.728,85.996,0.0551,57,"dance pop, europop, girl group, new wave pop",563458,Unknown,All Saints - UNDER THE BRIDGE,3794
Spice Girls,STOP,65,204753,Spiceworld,0.723,0.289,0.845,0.0561,-4.446,0.965,130.13,0.0308,70,"dance pop, girl group, pop",3844137,Unknown,Spice Girls - STOP,3795
Madonna,RAY OF LIGHT,57,322000,Ray of Light,0.57,0.00111,0.907,0.0642,-7.822,0.7,127.183,0.0302,81,"dance pop, pop",8190030,Unknown,Madonna - RAY OF LIGHT,3796
Ace Of Base,LIFE IS A FLOWER,52,227040,Flowers,0.635,0.0168,0.804,0.229,-6.007,0.565,96.013,0.0361,70,"eurodance, europop, new wave pop",912278,Unknown,Ace Of Base - LIFE IS A FLOWER,3797
"Linda, Roos & Jessica",1999 X,5,223200,Linda Roos & Jessica (Expanded Edition),0.699,0.342,0.919,0.123,-5.043,0.881,131.306,0.0384,31,dutch pop,3604,Unknown,"Linda, Roos & Jessica - 1999 X",3798
Madonna,FROZEN,64,120157,Frozen,0.706,0.267,0.633,0.175,-9.584,0.375,110.005,0.0419,81,"dance pop, pop",8190030,Unknown,Madonna - FROZEN,3799
Destiny's Child,NO NO NO,49,207466,Destiny's Child,0.67,0.3,0.582,0.0845,-3.574,0.675,181.841,0.224,73,"dance pop, girl group, pop, r&b, urban contemporary",7499934,Unknown,Destiny's Child - NO NO NO,3800
Anouk,IT'S SO HARD,7,266800,Together Alone,0.487,0.0645,0.813,0.537,-6.59,0.404,128.961,0.0333,55,"dutch pop, dutch rock",378303,Unknown,Anouk - IT'S SO HARD,3801
Solid HarmoniE,I WANT YOU TO WANT ME,35,209626,Solid Harmonie,0.647,0.0864,0.768,0.394,-7.374,0.567,104.093,0.033,28,,6794,Unknown,Solid HarmoniE - I WANT YOU TO WANT ME,3802
Five,WHEN THE LIGHTS GO OUT,46,249600,5ive,0.854,0.0636,0.827,0.123,-6.424,0.961,104.001,0.0335,54,boy band,494645,Unknown,Five - WHEN THE LIGHTS GO OUT,3803
Boyzone,ALL THAT I NEED,49,220533,Where We Belong,0.68,0.468,0.702,0.111,-7.139,0.776,92.838,0.0291,59,boy band,1154781,Unknown,Boyzone - ALL THAT I NEED,3804
Close II You,SOMEBODY,15,300293,Closer,0.599,0.25,0.526,0.066,-10.723,0.877,175.964,0.0336,19,,2146,Unknown,Close II You - SOMEBODY,3805
Janet,TOGETHER AGAIN,61,301200,The Velvet Rope,0.865,0.0631,0.505,0.102,-11.813,0.475,123.102,0.102,66,"dance pop, r&b, urban contemporary",3982533,Unknown,Janet - TOGETHER AGAIN,3806
Wyclef Jean,GONE TILL NOVEMBER,43,207626,Greatest Hits,0.673,0.0957,0.538,0.14,-7.957,0.454,85.936,0.0854,73,rap kreyol,362881,Unknown,Wyclef Jean - GONE TILL NOVEMBER,3807
Eagle-Eye Cherry,SAVE TONIGHT,63,239226,Desireless,0.547,9.24E-05,0.693,0.113,-8.786,0.583,119.567,0.0353,60,pop rock,191310,Unknown,Eagle-Eye Cherry - SAVE TONIGHT,3808
Janet,I GET LONELY,53,317560,The Velvet Rope,0.774,0.186,0.496,0.542,-8.144,0.452,125.137,0.0498,66,"dance pop, r&b, urban contemporary",3982533,Unknown,Janet - I GET LONELY,3809
Sash!,LA PRIMAVERA,36,216520,Life Goes On,0.639,0.0362,0.871,0.0789,-7.776,0.359,136.073,0.032,66,"eurodance, german techno",172862,Unknown,Sash! - LA PRIMAVERA,3810
Aqua,MY OH MY,53,204640,Aquarium (Special Edition),0.717,0.134,0.846,0.0934,-12.633,0.962,132.999,0.0341,67,"bubblegum dance, eurodance, europop",664417,Unknown,Aqua - MY OH MY,3811
Natalie Imbruglia,BIG MISTAKE,38,273000,Left Of The Middle,0.562,0.0242,0.654,0.0942,-6.234,0.222,90.978,0.0416,67,"dance pop, europop, lilith, new wave pop, pop rock",1052858,Unknown,Natalie Imbruglia - BIG MISTAKE,3812
Serious Danger,DEEPER,21,273893,The Program,0.622,0.000366,0.876,0.0868,-9.116,0.266,133.177,0.0468,17,speed garage,899,Unknown,Serious Danger - DEEPER,3813
Will Smith,GETTIN' JIGGY WIT IT,69,227933,Big Willie Style,0.881,0.0175,0.874,0.154,-4.505,0.858,107.891,0.139,68,"hip hop, pop rap",1011040,Unknown,Will Smith - GETTIN' JIGGY WIT IT,3814
Bløf,LIEFS UIT LONDEN,47,238893,Helder (Live),0.436,0.805,0.133,0.176,-18.596,0.134,77.464,0.0357,59,"dutch pop, dutch rock",388326,Unknown,Bløf - LIEFS UIT LONDEN,3815
Cleopatra,CLEOPATRA'S THEME,31,249200,Comin' Atcha!,0.705,0.137,0.673,0.423,-8.347,0.814,103.809,0.0502,25,"bubblegum dance, girl group",30185,Unknown,Cleopatra - CLEOPATRA'S THEME,3816
Steps,"5, 6, 7, 8",56,202266,Step One,0.71,0.00715,0.994,0.29,-4.899,0.938,140.04,0.0362,53,"diva house, europop, talent show",420330,Unknown,"Steps - 5, 6, 7, 8",3817
All Saints,NEVER EVER,60,387573,All Saints,0.738,0.559,0.541,0.0492,-5.485,0.309,134.187,0.0311,57,"dance pop, europop, girl group, new wave pop",563458,Unknown,All Saints - NEVER EVER,3818
Alexia,UH LA LA LA,49,225640,Fan Club,0.779,0.288,0.589,0.331,-11.562,0.818,92.309,0.0886,46,"classic greek pop, eurodance, italo dance",67949,Unknown,Alexia - UH LA LA LA,3819
Frans Bauer,WAT IK JE ZEGGEN WIL,13,224360,Bauer Top100,0.569,0.282,0.661,0.181,-8.203,0.728,157.96,0.0341,50,levenslied,130442,Unknown,Frans Bauer - WAT IK JE ZEGGEN WIL,3820
BZN,THE GYPSY MUSIC,2,205786,The Singles Collection,0.626,0.392,0.941,0.253,-5.618,0.872,112.964,0.063,45,nederpop,50794,Unknown,BZN - THE GYPSY MUSIC,3821
Natalie Imbruglia,TORN,79,244666,Left Of The Middle,0.575,0.0647,0.886,0.709,-5.182,0.609,96.31,0.034,67,"dance pop, europop, lilith, new wave pop, pop rock",1052858,Unknown,Natalie Imbruglia - TORN,3822
Metallica,THE UNFORGIVEN II,56,396440,Reload,0.49,0.000514,0.884,0.27,-4.533,0.254,132.978,0.0428,84,"hard rock, metal, old school thrash, rock, thrash metal",28985359,Unknown,Metallica - THE UNFORGIVEN II,3823
De Kast,WOORDEN ZONDER WOORDEN,35,210200,Noorderzon,0.609,0.557,0.586,0.111,-8.35,0.219,132.898,0.028,37,"dutch pop, dutch rock, friese muziek, nederpop, streektaal",38245,Unknown,De Kast - WOORDEN ZONDER WOORDEN,3824
Robbie Williams,ANGELS,72,265000,Life Thru A Lens,0.429,0.156,0.594,0.1,-6.251,0.236,150.22,0.0277,72,"dance rock, europop",2975633,Unknown,Robbie Williams - ANGELS,3825
Espen Lind,WHEN SUSANNAH CRIES,40,218200,Red,0.42,0.393,0.532,0.352,-5.819,0.455,123.831,0.0296,36,"classic norwegian pop, norwegian pop",16594,Unknown,Espen Lind - WHEN SUSANNAH CRIES,3826
Erykah Badu,TYRONE - LIVE,48,221866,Live,0.464,0.0241,0.598,0.977,-10.051,0.353,130.373,0.112,70,"afrofuturism, alternative r&b, neo soul, r&b",3008943,Unknown,Erykah Badu - TYRONE - LIVE,3827
Daze,SUPERHERO,48,204733,Super Heroes,0.567,0.0081,0.983,0.107,-5.01,0.717,135.041,0.0427,39,"bubblegum dance, eurodance",26325,Unknown,Daze - SUPERHERO,3828
Emma Shapplin,SPENTE LE STELLE,18,207160,Spente Le Stelle,0.689,0.00293,0.991,0.0992,-4.71,0.601,137.931,0.0518,9,,184,Unknown,Emma Shapplin - SPENTE LE STELLE,3829
Backstreet Boys,ALL I HAVE TO GIVE,47,276573,Backstreet Boys,0.731,0.0648,0.574,0.0675,-7.114,0.393,95.995,0.029,78,"boy band, dance pop, pop",5993383,Unknown,Backstreet Boys - ALL I HAVE TO GIVE,3830
Usher,NICE & SLOW,63,227906,My Way,0.819,0.153,0.299,0.3,-11.964,0.515,121.913,0.122,83,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",12400599,Unknown,Usher - NICE & SLOW,3831
Robyn,SHOW ME LOVE,52,229226,Robyn Is Here,0.546,0.0745,0.643,0.213,-4.069,0.704,181.838,0.0437,65,"dance pop, electropop, neo-synthpop, scandipop, swedish electropop, swedish pop",848454,Unknown,Robyn - SHOW ME LOVE,3832
Boyzone,BABY CAN I HOLD YOU,51,194093,Where We Belong,0.55,0.511,0.474,0.0926,-9.841,0.5,150.001,0.0277,59,boy band,1154781,Unknown,Boyzone - BABY CAN I HOLD YOU,3833
Solid HarmoniE,I'LL BE THERE FOR YOU,34,191493,Solid Harmonie,0.738,0.0938,0.854,0.29,-4.963,0.573,115.009,0.0317,28,,6794,Unknown,Solid HarmoniE - I'LL BE THERE FOR YOU,3834
Charly Lownoise & Mental Theo,NEXT 2 ME,22,225175,The Best Of Charly Lownoise & Mental Theo - 25 Years Anniversary,0.561,0.0812,0.996,0.155,-4.47,0.479,164.018,0.0628,49,"bubble trance, happy hardcore, hardcore techno",32470,Unknown,Charly Lownoise & Mental Theo - NEXT 2 ME,3835
Wes,ALANE,51,175016,Alane,0.581,0.0419,0.799,0.11,-6.66,0.662,124.002,0.164,79,"deep euro house, deep house, edm, german dance, pop dance, tropical house",3134251,Unknown,Wes - ALANE,3836
Close II You,BABY DON'T GO,30,265573,Closer,0.574,0.597,0.502,0.113,-11.851,0.688,79.89,0.054,19,,2146,Unknown,Close II You - BABY DON'T GO,3837
Guus Meeuwis & Vagant,'T DONDERT EN 'T BLIKSEMT,47,192266,Schilderij,0.697,0.635,0.946,0.0949,-3.548,0.885,121.279,0.0696,57,"dutch pop, dutch rock, kermis",421377,Unknown,Guus Meeuwis & Vagant - 'T DONDERT EN 'T BLIKSEMT,3838
Jewel,FOOLISH GAMES,52,340666,Pieces Of You,0.296,0.945,0.0724,0.0948,-16.457,0.178,131.397,0.0374,58,"alaska indie, ectofolk, lilith, permanent wave, pop rock, singer-songwriter",809437,Unknown,Jewel - FOOLISH GAMES,3839
Levert-Sweat-Gill,MY BODY,28,256826,Live,0.554,0.121,0.843,0.551,-4.895,0.344,119.943,0.0956,60,"contemporary r&b, new jack swing, r&b, urban contemporary",2117513,Unknown,Levert-Sweat-Gill - MY BODY,3840
Barbra Streisand & Céline Dion,TELL HIM,57,291160,Let's Talk About Love,0.261,0.623,0.38,0.105,-9.148,0.0793,74.463,0.0491,64,"adult standards, operatic pop, soft rock",1577916,Unknown,Barbra Streisand & Céline Dion - TELL HIM,3841
Anouk,NOBODY'S WIFE,22,205760,Together Alone,0.511,0.00755,0.907,0.169,-6.639,0.46,98.028,0.036,55,"dutch pop, dutch rock",378303,Unknown,Anouk - NOBODY'S WIFE,3842
Allure feat. 112,ALL CRIED OUT,44,275773,Allure,0.613,0.176,0.464,0.103,-8.918,0.176,139.802,0.0241,37,contemporary r&b,25048,Unknown,Allure feat. 112 - ALL CRIED OUT,3843
Sweetbox,EVERYTHING'S GONNA BE ALRIGHT,43,194133,Sweetbox,0.643,0.253,0.584,0.089,-9.073,0.589,84.983,0.0462,35,,2341,Unknown,Sweetbox - EVERYTHING'S GONNA BE ALRIGHT,3844
Vengaboys,TO BRAZIL!,48,187376,The Party Album!,0.591,0.00122,0.824,0.196,-5.932,0.965,137.015,0.0528,65,"eurodance, europop",500067,Unknown,Vengaboys - TO BRAZIL!,3845
Wes,AWA AWA,51,185538,All Is Yellow,0.644,0.294,0.645,0.379,-9.446,0.302,129.971,0.0854,59,,170286,Unknown,Wes - AWA AWA,3846
The Kelly Family,ONE MORE SONG,29,259133,Growin' Up,0.551,0.249,0.556,0.135,-5.298,0.169,147.902,0.029,53,,210665,Unknown,The Kelly Family - ONE MORE SONG,3847
DJ Quicksilver,PLANET LOVE,32,214680,Escape 2 Planet Love,0.768,0.102,0.9,0.252,-8.359,0.727,139.984,0.0356,48,"bubble trance, dream trance, eurodance",50101,Unknown,DJ Quicksilver - PLANET LOVE,3848
5,SLAM DUNK (DA FUNK),31,216306,Greatest Hits,0.72,0.0201,0.927,0.256,-3.972,0.882,100.036,0.0438,54,boy band,494645,Unknown,5 - SLAM DUNK (DA FUNK),3849
Re-Play,KIJK OM JE HEEN,24,204840,Re-Play,0.753,0.0205,0.502,0.109,-7.052,0.703,97.064,0.0537,36,dutch pop,6807,Unknown,Re-Play - KIJK OM JE HEEN,3850
Aqua,DOCTOR JONES,62,203440,Aquarium (Special Edition),0.702,0.146,0.802,0.0683,-11.659,0.496,139.971,0.053,67,"bubblegum dance, eurodance, europop",664417,Unknown,Aqua - DOCTOR JONES,3851
Gala,COME INTO MY LIFE,47,204460,Come Into My Life (The Album),0.658,0.000431,0.831,0.177,-6.527,0.695,129.067,0.0299,64,"eurodance, italo dance",112162,Unknown,Gala - COME INTO MY LIFE,3852
666,ALARMA!,45,205880,Paradoxx (Platinum Edition),0.733,0.000462,0.934,0.0585,-4.546,0.275,129.998,0.0588,49,"eurodance, german techno",49427,Unknown,666 - ALARMA!,3853
Pearl Jam,GIVEN TO FLY,57,238866,Yield,0.317,0.000294,0.764,0.0996,-7.076,0.341,101.173,0.0282,77,"alternative metal, alternative rock, classic rock, grunge, hard rock, permanent wave, rock",9157787,Unknown,Pearl Jam - GIVEN TO FLY,3854
Spice Girls,TOO MUCH,53,271933,Spiceworld,0.431,0.484,0.63,0.332,-4.992,0.344,120.089,0.0428,70,"dance pop, girl group, pop",3844137,Unknown,Spice Girls - TOO MUCH,3855
Aqua,BARBIE GIRL,74,197960,Aquarium (Special Edition),0.812,0.017,0.879,0.365,-10.998,0.962,129.991,0.0397,67,"bubblegum dance, eurodance, europop",664417,Unknown,Aqua - BARBIE GIRL,3856
Usher,YOU MAKE ME WANNA... - REMIX,29,198240,You Make Me Wanna... (Remix),0.719,0.000401,0.865,0.0698,-10.107,0.779,82.062,0.0786,83,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",12400599,Unknown,Usher - YOU MAKE ME WANNA... - REMIX,3857
Boyz II Men,A SONG FOR MAMA,48,303373,Evolution,0.569,0.467,0.44,0.143,-8.948,0.148,75.001,0.0349,70,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary",3248019,Unknown,Boyz II Men - A SONG FOR MAMA,3858
Elton John / Elton John,SOMETHING ABOUT THE WAY YOU LOOK TONIGHT / CANDLE IN THE WIND 1997,56,240546,Candle In The Wind 1997 / Something About ...,0.48,0.174,0.628,0.0753,-7.643,0.541,143.412,0.0262,84,"glam rock, mellow gold, piano rock, rock",14034407,Unknown,Elton John / Elton John - SOMETHING ABOUT THE WAY YOU LOOK TONIGHT / CANDLE IN THE WIND 1997,3859
Eternal,ANGEL OF MINE,41,260160,Angel Of Mine,0.65,0.0708,0.39,0.0712,-10.571,0.24,94.826,0.025,44,"europop, girl group",115029,Unknown,Eternal - ANGEL OF MINE,3860
Ome Henk,NEEM EEN ANDER IN DE MALING!,20,200533,Ome Henk Laat Zich Niet Kisten,0.74,0.166,0.954,0.348,-6.846,0.67,130.045,0.33,24,,10382,Unknown,Ome Henk - NEEM EEN ANDER IN DE MALING!,3861
Bob Carlisle,BUTTERFLY KISSES,47,340600,Simply Bob Carlisle,0.386,0.541,0.364,0.347,-9.624,0.104,81.895,0.032,35,,19511,Unknown,Bob Carlisle - BUTTERFLY KISSES,3862
Flip Da Scrip,I NEVER TOLD YOU,1,235752,Never Told You (1998) [Remastered],0.701,0.272,0.553,0.106,-5.769,0.501,88.01,0.0936,18,,1419,Unknown,Flip Da Scrip - I NEVER TOLD YOU,3863
Backstreet Boys,AS LONG AS YOU LOVE ME,59,214333,Backstreet Boys,0.775,0.165,0.817,0.126,-5.534,0.753,98.22,0.0282,78,"boy band, dance pop, pop",5993383,Unknown,Backstreet Boys - AS LONG AS YOU LOVE ME,3864
Hanson,I WILL COME TO YOU,48,251293,Middle Of Nowhere,0.436,0.0858,0.723,0.113,-7.013,0.344,139.764,0.047,59,boy band,518170,Unknown,Hanson - I WILL COME TO YOU,3865
Toni Braxton with Kenny G,HOW COULD AN ANGEL BREAK MY HEART,53,261866,Greatest Hits,0.297,0.273,0.23,0.09,-16.015,0.15,79.272,0.0358,66,"smooth jazz, smooth saxophone",1159230,Unknown,Toni Braxton with Kenny G - HOW COULD AN ANGEL BREAK MY HEART,3866
U2,IF GOD WILL SEND HIS ANGELS,40,322466,Pop,0.579,0.195,0.338,0.102,-14.723,0.533,89.87,0.0282,79,"irish rock, permanent wave, rock",12699333,Unknown,U2 - IF GOD WILL SEND HIS ANGELS,3867
René Froger,NEVER FALL IN LOVE,14,285000,Home Again,0.603,0.506,0.411,0.314,-8.381,0.0996,123.951,0.0278,49,"dutch pop, dutch rock, levenslied",86426,Unknown,René Froger - NEVER FALL IN LOVE,3868
Keith Sweat,NOBODY,62,264773,Keith Sweat,0.699,0.484,0.492,0.0482,-9.449,0.388,117.907,0.0318,60,"contemporary r&b, new jack swing, r&b, urban contemporary",2117513,Unknown,Keith Sweat - NOBODY,3869
Spice Girls,SPICE UP YOUR LIFE,63,173666,Spiceworld,0.555,0.0106,0.993,0.403,-5.067,0.683,124.018,0.0462,70,"dance pop, girl group, pop",3844137,Unknown,Spice Girls - SPICE UP YOUR LIFE,3870
Mathilde Santing,BEAUTIFUL PEOPLE,23,217154,Beautiful People (Remastered),0.532,0.439,0.405,0.353,-10.001,0.247,107.852,0.027,31,dutch pop,8923,Unknown,Mathilde Santing - BEAUTIFUL PEOPLE,3871
Queen,NO-ONE BUT YOU (ONLY THE GOOD DIE YOUNG),28,251320,The Platinum Collection (Greatest Hits I II & III - 2011 Remaster),0.52,0.556,0.408,0.095,-7.472,0.122,119.424,0.0292,86,"classic rock, glam rock, rock",51932608,Unknown,Queen - NO-ONE BUT YOU (ONLY THE GOOD DIE YOUNG),3872
De Kast,IN NIJE DEI - LIVE,39,298400,Niets te verliezen,0.398,0.514,0.377,0.963,-12.487,0.14,131.415,0.0293,37,"dutch pop, dutch rock, friese muziek, nederpop, streektaal",38245,Unknown,De Kast - IN NIJE DEI - LIVE,3873
The Prodigy,SMACK MY BITCH UP,49,343386,The Fat of the Land,0.604,0.00306,0.995,0.109,-3.641,0.262,136.216,0.164,66,"big beat, breakbeat, dance rock, hardcore techno, rave",2582579,Unknown,The Prodigy - SMACK MY BITCH UP,3874
BZN,MOTHER,7,224173,Pearls,0.387,0.811,0.411,0.0871,-7.039,0.219,73.56,0.0331,45,nederpop,50794,Unknown,BZN - MOTHER,3875
Ma$e,FEEL SO GOOD,11,58408,Frog and Toad: Season 1 (Apple Original Series Soundtrack),0.798,0.212,0.709,0.0719,-10.683,0.423,143.997,0.119,14,,92,Unknown,Ma$e - FEEL SO GOOD,3876
Will Smith,JUST CRUISIN',28,239160,Greatest Hits,0.82,0.00923,0.738,0.379,-6.469,0.763,90.493,0.163,68,"hip hop, pop rap",1011040,Unknown,Will Smith - JUST CRUISIN',3877
